type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,sulfur_dioxide_ratio
0,7.2,0.44,0.28,3.4,0.048,112.0,0.9918799999999999,3.21,0.37,11.3,1,0.19642857142857142
0,6.2,0.15,0.27,1.4,0.040999999999999995,117.0,0.9909,3.28,0.38,11.2,1,0.4358974358974359
0,7.3,0.26,0.3,9.3,0.05,154.0,0.9958100000000001,3.21,0.5,10.4,1,0.22727272727272727
0,6.9,0.15,0.29,2.3,0.033,82.0,0.9913200000000001,3.1,0.58,11.2,1,0.17073170731707318
0,5.8,0.22,0.29,0.9,0.034,89.0,0.98936,3.14,0.36,11.1,1,0.38202247191011235
0,6.5,0.37,0.33,3.5,0.036000000000000004,92.0,0.99136,3.18,0.38,11.2,1,0.25
0,5.5,0.375,0.38,1.7,0.036000000000000004,98.0,0.9914200000000001,3.29,0.39,10.5,1,0.17346938775510204
0,5.9,0.2,0.4,1.3,0.047,92.0,0.9923200000000001,3.2,0.45,10.0,1,0.25
0,5.9,0.22,0.38,1.3,0.046,90.0,0.9923200000000001,3.2,0.47,10.0,1,0.26666666666666666
0,8.0,0.22,0.31,5.6,0.049,97.0,0.993,3.1,0.42,10.9,0,0.24742268041237114
0,6.5,0.22,0.29,7.4,0.027999999999999997,87.0,0.99311,3.15,0.56,10.9,1,0.1839080459770115
0,5.8,0.2,0.34,1.0,0.035,86.0,0.98993,3.5,0.42,11.7,0,0.46511627906976744
0,6.6,0.31,0.07,1.5,0.033,144.0,0.99208,3.16,0.42,10.0,0,0.3819444444444444
0,6.7,0.24,0.29,14.9,0.053,136.0,0.99839,3.03,0.52,9.0,0,0.40441176470588236
0,7.3,0.23,0.34,9.3,0.052000000000000005,86.0,0.99574,3.04,0.56,10.0,0,0.22093023255813954
0,7.9,0.2,0.39,1.0,0.040999999999999995,154.0,0.99093,3.08,0.43,11.9,0,0.24025974025974026
0,5.3,0.16,0.39,1.0,0.027999999999999997,101.0,0.99156,3.57,0.59,10.6,1,0.39603960396039606
0,6.4,0.21,0.28,5.9,0.047,101.0,0.9927799999999999,3.15,0.4,11.0,1,0.2871287128712871
0,6.9,0.33,0.26,5.0,0.027000000000000003,143.0,0.9924,3.25,0.43,11.2,1,0.32167832167832167
0,5.6,0.18,0.58,1.25,0.034,129.0,0.9898399999999999,3.51,0.6,12.0,1,0.2248062015503876
0,6.6,0.29,0.31,3.9,0.027000000000000003,96.0,0.99035,3.24,0.6,12.6,1,0.40625
0,6.6,0.21,0.36,0.8,0.034,113.0,0.99165,3.24,0.68,10.5,1,0.4247787610619469
0,7.3,0.21,0.33,1.0,0.037000000000000005,144.0,0.9923,3.11,0.52,10.2,1,0.4583333333333333
0,5.1,0.11,0.32,1.6,0.027999999999999997,90.0,0.99008,3.57,0.52,12.2,1,0.13333333333333333
0,6.5,0.15,0.32,1.3,0.036000000000000004,76.0,0.98964,3.18,0.41,12.3,1,0.25
0,5.6,0.19,0.46,1.1,0.032,115.0,0.9909,3.36,0.5,10.4,1,0.28695652173913044
0,6.7,0.48,0.32,1.4,0.021,121.0,0.9889,3.15,0.53,12.7,1,0.18181818181818182
0,6.2,0.23,0.23,1.2,0.018000000000000002,128.0,0.9917799999999999,3.05,0.28,10.6,0,0.140625
0,6.0,0.17,0.29,5.0,0.027999999999999997,108.0,0.9907600000000001,3.14,0.34,12.3,1,0.23148148148148148
0,6.7,0.15,0.38,1.7,0.037000000000000005,84.0,0.99046,3.09,0.53,11.4,1,0.23809523809523808
0,6.4,0.22,0.31,13.9,0.04,135.0,0.99672,3.21,0.38,10.7,0,0.4222222222222222
0,6.5,0.15,0.55,5.9,0.045,162.0,0.99482,2.97,0.4,9.3,0,0.46296296296296297
0,5.9,0.32,0.33,2.1,0.027000000000000003,138.0,0.98945,3.37,0.42,12.7,1,0.2536231884057971
0,5.7,0.37,0.3,1.1,0.028999999999999998,88.0,0.9888299999999999,3.18,0.39,11.7,1,0.2727272727272727
0,7.9,0.25,0.35,6.7,0.039,64.0,0.9936200000000001,2.93,0.49,10.7,0,0.34375
0,7.2,0.21,0.28,2.7,0.033,94.0,0.99075,2.99,0.43,11.8,1,0.40425531914893614
0,7.0,0.24,0.3,6.7,0.039,125.0,0.99436,3.2,0.39,9.9,0,0.296
0,6.8,0.475,0.33,3.95,0.047,81.0,0.98988,3.23,0.53,13.4,1,0.19753086419753085
0,7.0,0.28,0.32,7.75,0.032,114.0,0.9915799999999999,3.12,0.64,12.8,1,0.2631578947368421
0,6.9,0.4,0.3,10.6,0.033,87.0,0.99265,3.15,0.45,12.8,1,0.27586206896551724
0,6.6,0.41,0.31,1.6,0.042,101.0,0.99195,3.13,0.41,10.5,0,0.1782178217821782
0,6.4,0.2,0.28,2.5,0.032,84.0,0.9916799999999999,3.31,0.55,11.5,0,0.2857142857142857
0,8.5,0.22,0.34,0.7,0.04,25.0,0.9918,3.04,0.37,10.5,0,0.2
0,8.4,0.36,0.36,11.1,0.032,132.0,0.99313,2.95,0.39,13.0,1,0.1590909090909091
0,5.2,0.285,0.29,5.15,0.035,138.0,0.9895,3.19,0.34,12.4,1,0.463768115942029
0,6.9,0.2,0.3,4.7,0.040999999999999995,148.0,0.9932,3.16,0.35,10.2,1,0.2702702702702703
0,6.7,0.42,0.46,9.7,0.054000000000000006,234.0,0.9984799999999999,3.23,0.5,9.0,0,0.2863247863247863
0,6.4,0.29,0.36,1.4,0.044000000000000004,68.0,0.9901399999999999,3.15,0.5,11.7,1,0.3235294117647059
0,6.4,0.44,0.26,2.0,0.054000000000000006,180.0,0.9952,3.58,0.57,10.0,0,0.1111111111111111
0,7.0,0.31,0.39,7.5,0.055,218.0,0.9965200000000001,3.37,0.54,10.3,0,0.1926605504587156
0,8.6,0.18,0.28,0.8,0.032,78.0,0.9910399999999999,2.99,0.38,11.1,0,0.32051282051282054
0,6.2,0.21,0.26,13.1,0.05,150.0,0.99772,3.31,0.46,9.0,0,0.3933333333333333
0,6.1,0.16,0.37,1.1,0.031,97.0,0.9922,3.4,0.58,10.5,1,0.38144329896907214
0,6.5,0.22,0.32,2.2,0.027999999999999997,92.0,0.9907600000000001,3.27,0.59,11.9,1,0.391304347826087
0,7.0,0.36,0.14,8.9,0.036000000000000004,155.0,0.9962200000000001,3.27,0.51,9.4,0,0.24516129032258063
0,5.7,0.21,0.25,1.1,0.035,81.0,0.9902,3.31,0.52,11.4,1,0.32098765432098764
0,6.4,0.25,0.32,0.9,0.034,114.0,0.9911399999999999,3.31,0.58,10.8,1,0.3508771929824561
0,7.6,0.31,0.26,1.7,0.073,157.0,0.9938,3.1,0.46,9.8,0,0.25477707006369427
0,6.6,0.26,0.46,6.9,0.047,183.0,0.9959399999999999,3.2,0.45,9.3,0,0.3224043715846995
0,6.2,0.2,0.31,1.0,0.031,73.0,0.99035,3.24,0.52,11.3,1,0.3013698630136986
0,6.2,0.18,0.3,1.0,0.031,73.0,0.9903200000000001,3.23,0.52,11.3,1,0.3150684931506849
0,6.1,0.37,0.2,7.6,0.031,170.0,0.9955799999999999,3.22,0.48,9.5,0,0.28823529411764703
0,6.2,0.36,0.14,8.9,0.036000000000000004,155.0,0.9962200000000001,3.27,0.5,9.4,0,0.24516129032258063
0,7.7,0.18,0.3,1.2,0.046,199.0,0.99413,3.03,0.38,9.3,0,0.24623115577889448
0,6.9,0.14,0.38,1.0,0.040999999999999995,81.0,0.9904299999999999,3.03,0.54,11.4,1,0.2716049382716049
0,6.0,0.44,0.26,3.1,0.053,128.0,0.98982,3.22,0.39,12.7,1,0.4453125
0,7.1,0.36,0.4,1.95,0.033,118.0,0.98934,3.2,0.45,13.5,1,0.22033898305084745
0,5.7,0.28,0.28,2.2,0.019,65.0,0.9902,3.06,0.52,11.2,1,0.23076923076923078
0,6.4,0.16,0.32,8.75,0.038,118.0,0.99449,3.19,0.41,10.7,0,0.3220338983050847
0,7.4,0.28,0.4,11.9,0.032,92.0,0.99629,3.01,0.46,10.8,0,0.14130434782608695
0,6.7,0.39,0.31,2.7,0.054000000000000006,202.0,0.9948,3.46,0.57,10.5,1,0.13366336633663367
0,6.5,0.44,0.47,5.45,0.013999999999999999,137.0,0.9898399999999999,3.13,0.32,13.0,1,0.32116788321167883
0,6.9,0.22,0.31,6.3,0.028999999999999998,131.0,0.99326,3.08,0.49,10.8,1,0.31297709923664124
0,6.6,0.22,0.29,14.4,0.046,118.0,0.99834,3.05,0.5,9.1,1,0.3305084745762712
0,7.7,0.25,0.3,7.8,0.038,196.0,0.99555,3.1,0.5,10.1,0,0.34183673469387754
0,5.2,0.155,0.33,1.6,0.027999999999999997,59.0,0.98975,3.3,0.84,11.9,1,0.22033898305084745
0,7.0,0.31,0.31,9.1,0.036000000000000004,140.0,0.99216,2.98,0.31,12.0,1,0.32142857142857145
0,6.4,0.25,0.32,11.3,0.038,192.0,0.9957299999999999,3.14,0.5,10.2,1,0.359375
0,5.3,0.21,0.29,0.7,0.027999999999999997,66.0,0.99215,3.3,0.4,9.8,0,0.16666666666666666
0,7.1,0.27,0.28,1.25,0.023,89.0,0.98993,2.95,0.3,11.4,0,0.033707865168539325
0,5.2,0.17,0.27,0.7,0.03,68.0,0.99218,3.3,0.41,9.8,0,0.16176470588235295
0,7.0,0.12,0.29,10.3,0.039,98.0,0.99564,3.19,0.38,9.8,1,0.41836734693877553
0,7.1,0.29,0.34,7.8,0.036000000000000004,128.0,0.99397,3.21,0.4,10.7,1,0.3828125
0,7.2,0.3,0.3,8.7,0.022000000000000002,111.0,0.9957600000000001,3.11,0.61,10.6,0,0.12612612612612611
0,6.8,0.26,0.46,8.3,0.037000000000000005,173.0,0.9960100000000001,3.17,0.47,9.3,0,0.2832369942196532
0,4.9,0.33,0.31,1.2,0.016,150.0,0.98713,3.33,0.59,14.0,1,0.26
0,5.1,0.29,0.28,8.3,0.026000000000000002,107.0,0.99308,3.36,0.37,11.0,1,0.2523364485981308
0,6.8,0.26,0.48,6.2,0.049,182.0,0.99582,3.21,0.45,9.4,1,0.3021978021978022
0,6.0,0.28,0.52,5.0,0.078,139.0,0.9949399999999999,3.1,0.36,9.0,1,0.2158273381294964
0,6.0,0.28,0.25,1.8,0.042,108.0,0.9929,3.08,0.55,9.0,0,0.07407407407407407
0,7.2,0.2,0.22,1.6,0.044000000000000004,101.0,0.99471,3.37,0.53,10.0,0,0.16831683168316833
0,6.1,0.27,0.25,1.8,0.040999999999999995,109.0,0.9929,3.08,0.54,9.0,0,0.08256880733944955
0,6.4,0.29,0.3,2.9,0.036000000000000004,79.0,0.9903700000000001,3.29,0.6,12.4,1,0.31645569620253167
0,7.4,0.35,0.24,6.0,0.042,123.0,0.9930399999999999,3.14,0.44,11.3,0,0.22764227642276422
0,8.1,0.12,0.38,0.9,0.034,86.0,0.99026,2.8,0.55,12.0,1,0.4186046511627907
0,6.4,0.12,0.3,1.1,0.031,94.0,0.9898600000000001,3.01,0.56,11.7,1,0.39361702127659576
0,7.3,0.4,0.26,5.45,0.016,90.0,0.98951,2.84,0.54,13.2,1,0.28888888888888886
0,7.7,0.11,0.34,14.05,0.04,114.0,0.99634,3.07,0.59,11.0,1,0.35964912280701755
0,6.9,0.23,0.41,8.0,0.03,114.0,0.9936799999999999,3.22,0.54,11.0,1,0.2631578947368421
0,7.5,0.38,0.29,4.9,0.021,113.0,0.99026,3.08,0.48,13.0,1,0.336283185840708
0,5.5,0.34,0.26,2.2,0.021,119.0,0.98919,3.55,0.49,13.0,1,0.2605042016806723
0,6.6,0.23,0.3,14.9,0.051,118.0,0.99835,3.04,0.54,9.0,1,0.2796610169491525
0,8.4,0.31,0.31,0.95,0.021,148.0,0.9903799999999999,2.93,0.32,11.5,0,0.35135135135135137
0,6.7,0.2,0.3,1.4,0.025,76.0,0.9910399999999999,3.11,0.44,11.0,1,0.2236842105263158
0,7.3,0.26,0.24,1.7,0.05,112.0,0.9928600000000001,3.11,0.43,9.9,0,0.08928571428571429
0,6.3,0.22,0.22,5.6,0.039,128.0,0.9929600000000001,3.12,0.46,10.4,1,0.2421875
0,7.5,0.19,0.4,7.1,0.055999999999999994,110.0,0.9954,3.06,0.52,9.9,1,0.45454545454545453
0,8.0,0.14,0.33,1.2,0.045,162.0,0.9914,3.07,0.47,11.0,1,0.4382716049382716
0,6.8,0.32,0.39,9.6,0.026000000000000002,124.0,0.9928600000000001,3.18,0.35,12.1,1,0.27419354838709675
0,6.6,0.23,0.2,11.4,0.044000000000000004,131.0,0.9960399999999999,2.96,0.51,9.7,1,0.3435114503816794
0,6.7,0.36,0.26,7.9,0.034,123.0,0.99119,2.99,0.3,12.2,1,0.3170731707317073
0,6.1,0.38,0.42,5.0,0.016,113.0,0.9900700000000001,3.15,0.31,12.4,1,0.2743362831858407
0,8.5,0.23,0.28,11.1,0.033,97.0,0.9950700000000001,3.03,0.39,10.5,1,0.30927835051546393
0,7.0,0.2,0.31,8.0,0.05,213.0,0.9959600000000001,3.28,0.57,10.4,1,0.13615023474178403
0,6.0,0.26,0.32,3.8,0.028999999999999998,180.0,0.99011,3.15,0.34,12.0,1,0.26666666666666666
0,6.9,0.3,0.3,10.55,0.037000000000000005,28.0,0.9918399999999999,3.07,0.32,12.7,1,0.14285714285714285
0,6.7,0.18,0.28,10.2,0.039,115.0,0.99469,3.11,0.45,10.9,1,0.25217391304347825
0,6.8,0.18,0.28,9.8,0.039,113.0,0.99406,3.11,0.45,10.9,1,0.25663716814159293
0,7.2,0.19,0.31,6.3,0.034,103.0,0.99305,3.15,0.52,11.4,1,0.1650485436893204
0,6.2,0.16,0.32,1.1,0.036000000000000004,184.0,0.9909600000000001,3.22,0.41,11.0,1,0.40217391304347827
0,5.0,0.27,0.32,4.5,0.032,178.0,0.98956,3.45,0.31,12.6,1,0.3258426966292135
0,6.3,0.37,0.28,6.3,0.034,152.0,0.9921,3.29,0.46,11.6,1,0.29605263157894735
0,6.6,0.2,0.27,10.9,0.038,130.0,0.9949600000000001,3.11,0.44,10.5,1,0.2230769230769231
0,6.6,0.28,0.34,0.8,0.037000000000000005,119.0,0.9888,3.03,0.37,12.5,1,0.35294117647058826
0,6.5,0.35,0.36,0.8,0.034,111.0,0.9894200000000001,3.11,0.5,12.1,1,0.2882882882882883
0,6.9,0.25,0.33,1.2,0.035,158.0,0.99082,3.02,0.58,11.3,1,0.22151898734177214
0,6.0,0.32,0.3,1.3,0.025,112.0,0.9880200000000001,3.07,0.64,13.3,1,0.16071428571428573
0,6.3,0.18,0.36,1.2,0.034,111.0,0.99074,3.16,0.51,11.0,1,0.23423423423423423
0,6.9,0.3,0.36,0.9,0.037000000000000005,156.0,0.9896799999999999,3.08,0.36,12.1,1,0.2564102564102564
0,5.0,0.3,0.33,3.7,0.03,173.0,0.9887,3.36,0.3,13.0,1,0.31213872832369943
0,6.7,0.25,0.31,1.35,0.061,218.0,0.9938799999999999,3.16,0.53,9.5,0,0.13990825688073394
0,6.6,0.22,0.36,5.5,0.028999999999999998,105.0,0.99206,3.2,0.47,11.8,1,0.2857142857142857
0,6.8,0.25,0.37,3.1,0.026000000000000002,93.0,0.99035,3.14,0.45,12.2,1,0.3118279569892473
0,7.0,0.13,0.37,12.85,0.042,105.0,0.9958100000000001,3.05,0.55,10.7,1,0.34285714285714286
0,7.2,0.32,0.3,8.25,0.02,104.0,0.9936200000000001,2.99,0.44,11.4,1,0.1346153846153846
0,5.9,0.34,0.3,3.8,0.035,135.0,0.99016,3.09,0.34,12.0,1,0.4222222222222222
0,6.8,0.22,0.31,6.9,0.037000000000000005,121.0,0.9917600000000001,3.02,0.39,11.9,1,0.2727272727272727
0,8.4,0.32,0.35,11.7,0.028999999999999998,46.0,0.99439,3.02,0.34,11.8,1,0.06521739130434782
0,6.8,0.27,0.29,4.6,0.046,88.0,0.9945799999999999,3.34,0.48,10.6,0,0.06818181818181818
0,8.4,0.22,0.3,8.9,0.024,118.0,0.99456,2.99,0.34,10.5,1,0.1440677966101695
0,7.4,0.32,0.22,11.7,0.035,150.0,0.9957799999999999,3.1,0.45,10.4,0,0.29333333333333333
0,7.5,0.18,0.37,6.2,0.05,138.0,0.99546,3.2,0.55,10.5,1,0.15217391304347827
0,7.1,0.47,0.29,14.8,0.024,142.0,0.99518,3.12,0.48,12.0,1,0.15492957746478872
0,5.8,0.19,0.25,10.8,0.042,124.0,0.99646,3.22,0.41,9.2,1,0.2661290322580645
0,6.7,0.14,0.46,1.6,0.036000000000000004,92.0,0.99264,3.37,0.49,10.9,0,0.16304347826086957
0,6.8,0.24,0.38,8.3,0.045,185.0,0.9957799999999999,3.15,0.5,9.5,1,0.2702702702702703
0,6.9,0.25,0.47,8.4,0.042,156.0,0.9960399999999999,3.15,0.55,9.4,1,0.23076923076923078
0,6.0,0.24,0.33,2.5,0.026000000000000002,85.0,0.9901399999999999,3.13,0.5,11.3,1,0.36470588235294116
0,6.8,0.29,0.34,3.5,0.054000000000000006,189.0,0.9948899999999999,3.42,0.58,10.4,0,0.13756613756613756
0,6.5,0.23,0.45,2.1,0.027000000000000003,104.0,0.99054,3.02,0.52,11.3,1,0.41346153846153844
0,6.3,0.27,0.29,12.2,0.044000000000000004,196.0,0.99782,3.14,0.4,8.8,1,0.3010204081632653
0,6.3,0.2,0.37,11.8,0.045,130.0,0.99519,3.2,0.35,10.8,0,0.4461538461538462
0,6.0,0.27,0.3,14.7,0.044000000000000004,144.0,0.99666,3.12,0.53,10.3,1,0.10416666666666667
0,5.7,0.12,0.26,5.5,0.034,99.0,0.99324,3.09,0.57,9.9,1,0.21212121212121213
0,6.9,0.24,0.37,6.1,0.027000000000000003,112.0,0.9908600000000001,3.19,0.34,12.4,1,0.3392857142857143
0,7.7,0.18,0.53,1.2,0.040999999999999995,167.0,0.9908,3.11,0.44,11.9,0,0.25149700598802394
0,7.1,0.17,0.43,1.3,0.023,132.0,0.99067,3.11,0.56,11.7,1,0.25
0,6.2,0.255,0.24,1.7,0.039,272.0,0.9945200000000001,3.53,0.53,9.6,0,0.5091911764705882
0,7.6,0.17,0.36,4.5,0.042,102.0,0.9942700000000001,3.09,0.47,9.5,0,0.2549019607843137
0,5.8,0.15,0.31,5.9,0.036000000000000004,73.0,0.9915200000000001,3.2,0.43,11.9,1,0.0958904109589041
0,6.3,0.25,0.44,1.7,0.024,116.0,0.98935,3.18,0.4,12.5,1,0.3103448275862069
0,6.9,0.28,0.41,1.4,0.016,55.0,0.9887600000000001,3.16,0.4,13.4,0,0.10909090909090909
0,7.2,0.27,0.37,5.4,0.026000000000000002,114.0,0.99174,3.13,0.84,12.7,0,0.23684210526315788
0,6.2,0.25,0.38,7.9,0.045,208.0,0.99572,3.17,0.46,9.1,0,0.25961538461538464
0,8.5,0.19,0.48,1.1,0.026000000000000002,58.0,0.9918399999999999,2.9,0.5,10.5,1,0.39655172413793105
0,6.2,0.25,0.54,7.0,0.046,176.0,0.99454,3.19,0.7,10.4,0,0.32954545454545453
0,6.8,0.28,0.43,7.6,0.03,110.0,0.99164,3.08,0.59,12.5,1,0.2727272727272727
0,7.0,0.15,0.38,15.3,0.045,120.0,0.9975,3.18,0.42,9.8,1,0.45
0,7.3,0.28,0.42,1.2,0.033,142.0,0.99205,3.17,0.43,10.7,0,0.20422535211267606
0,6.1,0.18,0.38,2.3,0.033,111.0,0.98962,3.16,0.49,12.4,1,0.25225225225225223
0,7.0,0.53,0.43,6.1,0.028999999999999998,76.0,0.99118,3.08,0.5,12.5,1,0.07894736842105263
0,6.5,0.36,0.38,10.2,0.027999999999999997,82.0,0.99274,3.1,0.43,12.1,1,0.24390243902439024
0,6.7,0.24,0.41,2.9,0.039,122.0,0.9905200000000001,3.25,0.43,12.0,0,0.39344262295081966
0,6.6,0.25,0.33,8.5,0.042,141.0,0.99546,3.28,0.6,10.4,0,0.20567375886524822
0,6.4,0.15,0.4,1.5,0.042,87.0,0.98972,3.11,0.46,12.2,1,0.26436781609195403
0,6.3,0.28,0.3,3.1,0.039,115.0,0.9942,3.05,0.43,8.6,0,0.20869565217391303
0,7.1,0.28,0.35,3.5,0.027999999999999997,91.0,0.9902200000000001,2.96,0.33,12.1,0,0.38461538461538464
0,6.6,0.35,0.34,4.9,0.032,125.0,0.9925299999999999,3.32,0.81,12.0,0,0.072
0,6.0,0.35,0.51,1.2,0.028999999999999998,102.0,0.9903,3.46,0.42,11.9,1,0.09803921568627451
0,5.8,0.31,0.32,4.5,0.024,94.0,0.98906,3.25,0.52,13.7,1,0.2978723404255319
0,6.6,0.17,0.35,2.6,0.03,78.0,0.99146,3.22,0.72,11.3,1,0.4230769230769231
0,8.5,0.23,0.4,9.9,0.036000000000000004,88.0,0.9951,3.02,0.42,10.5,1,0.2727272727272727
0,6.1,0.2,0.34,9.5,0.040999999999999995,201.0,0.995,3.14,0.44,10.1,0,0.1890547263681592
0,6.3,0.37,0.37,1.5,0.024,76.0,0.9887600000000001,2.94,0.39,12.3,1,0.15789473684210525
0,6.2,0.36,0.38,3.2,0.031,89.0,0.98956,3.06,0.33,12.0,1,0.2247191011235955
0,6.3,0.28,0.47,11.2,0.04,183.0,0.99592,3.12,0.51,9.5,1,0.3333333333333333
0,7.6,0.27,0.52,3.2,0.043,152.0,0.99129,3.02,0.53,11.4,1,0.18421052631578946
0,7.0,0.25,0.45,2.3,0.045,118.0,0.99064,3.16,0.48,11.9,1,0.3389830508474576
0,6.8,0.13,0.39,1.4,0.034,102.0,0.99121,3.23,0.6,11.3,1,0.18627450980392157
0,5.1,0.33,0.27,6.7,0.022000000000000002,129.0,0.99221,3.36,0.39,11.0,1,0.34108527131782945
0,6.7,0.34,0.4,2.1,0.033,111.0,0.98924,2.97,0.48,12.2,1,0.3063063063063063
0,6.7,0.14,0.51,4.3,0.027999999999999997,124.0,0.9917600000000001,2.91,0.54,10.7,1,0.4596774193548387
0,7.0,0.26,0.34,10.9,0.038,84.0,0.9943200000000001,3.11,0.34,10.9,1,0.2976190476190476
0,6.5,0.29,0.26,7.0,0.04,113.0,0.99366,3.17,0.38,10.2,1,0.1592920353982301
0,7.6,0.21,0.49,2.5,0.047,130.0,0.9917799999999999,3.15,0.48,11.1,0,0.15384615384615385
0,7.7,0.26,0.51,2.6,0.045,159.0,0.99126,3.0,0.5,11.2,1,0.16352201257861634
0,7.7,0.25,0.49,2.5,0.047,169.0,0.9925200000000001,3.07,0.57,10.6,1,0.1834319526627219
0,7.6,0.35,0.46,14.7,0.047,151.0,0.9970899999999999,3.03,0.53,10.3,0,0.2185430463576159
0,6.9,0.3,0.36,4.5,0.054000000000000006,203.0,0.99513,3.4,0.57,10.4,0,0.15270935960591134
0,6.7,0.24,0.46,2.2,0.033,111.0,0.99045,3.1,0.62,11.9,1,0.17117117117117117
0,6.5,0.23,0.39,1.9,0.036000000000000004,98.0,0.99,3.19,0.43,11.9,1,0.41836734693877553
0,7.6,0.23,0.34,1.6,0.043,129.0,0.99305,3.12,0.7,10.4,0,0.18604651162790697
0,6.3,0.17,0.32,4.2,0.04,117.0,0.99182,3.24,0.43,11.3,1,0.3162393162393162
0,6.7,0.21,0.37,2.5,0.034,89.0,0.9913,3.25,0.5,11.0,1,0.39325842696629215
0,5.9,0.28,0.39,1.4,0.031,147.0,0.98836,3.08,0.64,12.9,1,0.3197278911564626
0,5.9,0.19,0.37,0.8,0.027000000000000003,21.0,0.9897,3.09,0.31,10.8,0,0.14285714285714285
0,6.2,0.25,0.42,8.0,0.049,206.0,0.9958600000000001,3.16,0.47,9.1,1,0.25728155339805825
0,5.6,0.18,0.27,1.7,0.03,103.0,0.98892,3.35,0.37,12.9,1,0.30097087378640774
0,5.5,0.18,0.22,5.5,0.037000000000000005,86.0,0.99156,3.46,0.44,12.2,0,0.11627906976744186
0,7.4,0.23,0.38,8.6,0.052000000000000005,150.0,0.99534,3.06,0.46,10.3,0,0.2733333333333333
0,7.2,0.17,0.37,6.9,0.059000000000000004,128.0,0.9932200000000001,3.08,0.46,11.0,1,0.3671875
0,7.6,0.3,0.38,2.1,0.043,98.0,0.9929600000000001,3.17,0.65,11.0,0,0.10204081632653061
0,6.1,0.21,0.38,1.5,0.039,122.0,0.98972,3.2,0.43,12.0,1,0.30327868852459017
0,6.5,0.33,0.38,2.5,0.047,148.0,0.98964,3.17,0.43,12.7,1,0.20270270270270271
0,6.6,0.25,0.35,2.9,0.034,121.0,0.99008,3.19,0.4,12.8,1,0.3140495867768595
0,6.5,0.16,0.33,4.8,0.043,114.0,0.992,3.18,0.44,11.2,1,0.39473684210526316
0,6.6,0.39,0.39,11.9,0.057,221.0,0.99851,3.26,0.51,8.9,1,0.23076923076923078
0,5.6,0.19,0.27,0.9,0.04,103.0,0.99026,3.5,0.39,11.2,0,0.5048543689320388
0,6.2,0.25,0.39,1.3,0.051,135.0,0.9906,3.23,0.4,11.1,1,0.3111111111111111
0,6.9,0.22,0.43,6.4,0.042,115.0,0.99293,3.05,0.51,10.8,1,0.2956521739130435
0,6.2,0.19,0.29,4.3,0.045,126.0,0.9965799999999999,3.18,0.42,9.3,1,0.2619047619047619
0,5.9,0.33,0.32,8.1,0.038,34.0,0.9911,3.22,0.36,12.7,1,0.2647058823529412
0,7.8,0.17,0.5,1.3,0.045,140.0,0.9904,3.16,0.4,12.0,1,0.25
0,5.5,0.19,0.27,0.9,0.04,103.0,0.99026,3.5,0.39,11.2,0,0.5048543689320388
0,7.2,0.32,0.4,8.7,0.038,154.0,0.9956799999999999,3.2,0.47,10.4,1,0.2922077922077922
0,5.8,0.39,0.47,7.5,0.027000000000000003,88.0,0.9907,3.38,0.45,14.0,1,0.13636363636363635
0,5.8,0.29,0.33,3.7,0.028999999999999998,88.0,0.9899399999999999,3.25,0.42,12.3,1,0.3409090909090909
0,7.2,0.4,0.38,2.2,0.03,109.0,0.99075,3.27,0.46,12.6,1,0.3669724770642202
0,6.8,0.39,0.34,7.4,0.02,133.0,0.9921200000000001,3.18,0.44,12.0,1,0.2857142857142857
0,6.1,0.17,0.42,15.1,0.033,124.0,0.99684,2.87,0.47,9.5,0,0.22580645161290322
0,7.1,0.36,0.37,4.8,0.019,114.0,0.99036,3.08,0.49,12.7,1,0.34210526315789475
0,6.9,0.19,0.32,7.9,0.042,130.0,0.99456,3.4,0.39,10.5,1,0.23076923076923078
0,6.5,0.34,0.46,1.0,0.023,80.0,0.98865,3.15,0.54,12.9,1,0.075
0,7.8,0.3,0.36,4.6,0.024,198.0,0.9922200000000001,3.06,0.66,11.9,1,0.10101010101010101
0,5.2,0.34,0.37,6.2,0.031,133.0,0.9907600000000001,3.25,0.41,12.5,1,0.3157894736842105
0,5.6,0.28,0.4,6.1,0.034,118.0,0.99144,3.21,0.43,12.1,1,0.3050847457627119
0,6.2,0.19,0.38,5.1,0.019,82.0,0.98961,3.05,0.36,12.5,1,0.2682926829268293
0,5.7,0.16,0.26,6.3,0.043,113.0,0.9936,3.06,0.58,9.9,1,0.24778761061946902
0,7.6,0.17,0.46,0.9,0.036000000000000004,147.0,0.99126,3.02,0.41,10.7,1,0.42857142857142855
0,7.3,0.2,0.39,2.3,0.048,87.0,0.99044,2.94,0.35,12.0,1,0.27586206896551724
0,6.7,0.33,0.36,6.6,0.042,116.0,0.9912299999999999,2.97,0.31,12.2,1,0.29310344827586204
0,6.7,0.33,0.34,7.5,0.036000000000000004,124.0,0.9912299999999999,2.99,0.32,12.4,1,0.31451612903225806
0,6.9,0.36,0.35,8.6,0.038,125.0,0.9916,3.0,0.32,12.4,1,0.296
0,7.8,0.21,0.34,11.9,0.039,140.0,0.9959,3.02,0.31,10.3,1,0.39285714285714285
0,5.6,0.41,0.22,7.1,0.05,154.0,0.9931,3.3,0.4,10.5,0,0.2857142857142857
